date,pnl
2011-02-09,
2011-02-10,0.0
2011-02-11,-0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,-0.0
2011-02-17,0.0
2011-02-18,-0.0
2011-02-22,0.0
2011-02-23,-0.0
2011-02-24,0.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,-0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-08,-0.0
2011-03-09,0.0
2011-03-10,-0.0
2011-03-14,0.0
2011-03-15,-0.0
2011-03-17,0.0
2011-03-18,-0.0
2011-03-21,-0.0
2011-03-22,0.0
2011-03-23,-0.0
2011-03-24,0.0
2011-03-25,-0.0
2011-03-28,0.0
2011-03-29,-0.0
2011-03-30,0.0
2011-03-31,-0.0
2011-04-01,0.0
2011-04-04,-0.0
2011-04-05,0.0
2011-04-06,-0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,-0.0
2011-04-12,0.0
2011-04-13,-0.0
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,-0.0
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-26,-0.0
2011-04-27,-0.0
2011-04-29,0.0
2011-05-02,-0.0
2011-05-03,-0.0
2011-05-04,0.0
2011-05-05,-0.0
2011-05-06,0.0
2011-05-09,0.0
2011-05-16,-0.0
2011-05-17,-0.0
2011-05-18,-0.0
2011-05-19,-0.0
2011-05-20,-0.0
2011-05-23,0.0
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,-0.0
2011-05-27,0.0
2011-05-31,-0.0
2011-06-01,-0.0
2011-06-02,-0.0
2011-06-03,-0.0
2011-06-06,-0.0
2011-06-07,0.0
2011-06-08,-0.0
2011-06-09,0.0
2011-06-10,-0.0
2011-06-13,0.0
2011-06-14,-0.0
2011-06-15,-0.0
2011-06-16,0.0
2011-06-17,-0.0
2011-06-20,0.0
2011-06-21,0.0
2011-06-22,-0.0
2011-06-23,-0.0
2011-06-24,-0.0
2011-06-27,0.0
2011-06-28,-0.0
2011-06-29,0.0
2011-06-30,-0.0
2011-07-01,-0.0
2011-07-06,0.0
2011-07-07,-0.0
2011-07-12,0.0
2011-07-13,0.0
2011-07-15,-0.0
2011-07-18,-0.0
2011-07-19,0.0
2011-07-20,-0.0
2011-07-21,0.0
2011-07-22,-0.0
2011-07-25,-0.0
2011-07-26,0.0
2011-07-27,-0.0
2011-07-28,-0.0
2011-07-29,0.0
2011-08-01,-0.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,-0.0
2011-08-05,0.0
2011-08-08,-0.0
2011-08-09,-0.0
2011-08-10,-0.0
2011-08-11,0.0
2011-08-12,-0.0
2011-08-15,0.0
2011-08-16,-0.0
2011-08-17,0.0
2011-08-18,-0.0
2011-08-19,0.0
2011-08-22,-0.0
2011-08-23,0.0
2011-08-24,-0.0
2011-08-25,0.0
2011-08-29,0.0
2011-08-30,-0.0
2011-09-01,0.0
2011-09-07,0.0
2011-09-08,-0.0
2011-09-09,-0.0
2011-09-12,0.0
2011-09-13,-0.0
2011-09-14,-0.0
2011-09-16,-0.0
2011-09-19,-0.0
2011-09-20,0.0
2011-09-21,-0.0
2011-09-22,-0.0
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,-0.0
2011-09-29,0.0
2011-09-30,-0.0
2011-10-03,-0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,-0.0
2011-10-10,0.0
2011-10-11,-0.0
2011-10-12,0.0
2011-10-13,-0.0
2011-10-14,0.0
2011-10-17,-0.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,-0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,0.0
2011-10-26,0.0
2011-10-27,0.0
2011-10-28,-0.0
2011-10-31,-0.0
2011-11-01,-0.0
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,-0.0
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,-0.0
2011-11-10,-0.0
2011-11-11,0.0
2011-11-14,-0.0
2011-11-15,-0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,0.0
2011-11-21,-0.0
2011-11-22,0.0
2011-11-23,-0.0
2011-11-25,0.0
2011-11-28,-0.0
2011-12-01,-0.0
2011-12-02,0.0
2011-12-09,-0.0
2011-12-12,-0.0
2011-12-13,0.0
2011-12-15,0.0
2011-12-16,-0.0
2011-12-19,0.0
2011-12-20,0.0
2011-12-21,-0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,-0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,-0.0
2012-01-05,-0.0
2012-01-06,0.0
2012-01-09,0.0
2012-01-10,0.0
2012-01-11,-0.0
2012-01-12,0.0
2012-01-13,-0.0
2012-01-17,0.0
2012-01-18,0.0
2012-01-19,-0.0
2012-01-20,0.0
2012-01-23,-0.0
2012-01-24,-0.0
2012-01-25,0.0
2012-01-26,0.0
2012-01-27,-0.0
2012-01-30,0.0
2012-01-31,0.0
2012-02-01,-0.0
2012-02-02,-0.0
2012-02-03,0.0
2012-02-06,-0.0
2012-02-07,-0.0
2012-02-08,-0.0
2012-02-09,0.0
2012-02-10,-0.0
2012-02-13,0.0
2012-02-14,0.0
2012-02-15,-0.0
2012-02-16,0.0
2012-02-17,-0.0
2012-02-21,-0.0
2012-02-22,-0.0
2012-02-23,0.0
2012-02-24,0.0
2012-02-28,0.0
2012-02-29,-0.0
2012-03-01,-0.0
2012-03-02,0.0
2012-03-05,0.0
2012-03-06,-0.0
2012-03-08,0.0
2012-03-09,-0.0
2012-03-12,0.0
2012-03-13,-0.0
2012-03-15,0.0
2012-03-16,-0.0
2012-03-19,0.0
2012-03-20,-0.0
2012-03-21,-0.0
2012-03-22,0.0
2012-03-23,-0.0
2012-03-26,-0.0
2012-03-27,-0.0
2012-03-28,-0.0
2012-03-29,-0.0030826594859310855
2012-03-30,0.0018386679396736974
2012-04-02,-0.011177163152296077
2012-04-03,-0.004146968721156495
2012-04-04,-0.004032483924791632
2012-04-05,-0.007527025716771144
2012-04-10,0.011447345248092308
2012-04-11,0.022323690391574676
2012-04-12,-0.0030132372847177825
2012-04-13,0.007027857126830923
2012-04-16,0.013081193729263538
2012-04-17,0.009925147899797626
2012-04-18,-0.0
2012-04-19,0.0
2012-04-20,0.0
2012-04-23,-0.0
2012-04-24,0.0
2012-04-25,-0.0
2012-04-26,0.0
2012-04-30,-0.0
2012-05-01,0.033729262358997855
2012-05-08,-0.016575508437497347
2012-05-09,-0.007424096560929328
2012-05-10,0.01763059779089
2012-05-11,-0.05223229184096259
2012-05-14,0.048583875357931385
2012-05-16,-0.03641886175290336
2012-05-17,-0.004937412515840154
2012-05-18,0.007203734228804758
2012-05-21,-0.004733297271482317
2012-05-22,-0.011635679577360638
2012-05-23,-0.009606745466826137
2012-05-24,0.012670585524760258
2012-05-25,-0.0046811145213533165
2012-05-29,0.004796979777163789
2012-05-30,-0.003964038839146592
2012-05-31,-0.0008188085172652669
2012-06-01,0.007559568558481021
2012-06-04,0.019650597858368455
2012-06-05,0.027670274638281683
2012-06-06,-0.025117793702112798
2012-06-07,0.0053687471038183655
2012-06-08,-0.013630250434838245
2012-06-11,-0.006775957810687091
2012-06-12,0.021120560664083673
2012-06-13,-0.019115642695083448
2012-06-14,-0.01121583562308675
2012-06-15,-0.0026818415909127817
2012-06-18,-0.005708150137530742
2012-06-19,0.012476428219199164
2012-06-20,0.002783699145372954
2012-06-21,-0.021896863347981965
2012-06-22,-0.010233730645870515
2012-06-25,0.016496778618678716
2012-06-26,0.009132507782864547
2012-06-27,-0.029980996320757763
2012-06-28,0.011917704762130141
2012-06-29,0.024847520027295775
2012-07-02,-0.017379937516001764
2012-07-03,0.003563284304173778
2012-07-05,0.014249256354043803
2012-07-11,0.009641145358548979
2012-07-17,0.009299425903321848
2012-07-18,-0.0009098307265241997
2012-07-19,-2.6995986643730402e-05
2012-07-20,-0.016459786870481684
2012-07-23,0.010254496686589398
2012-07-24,0.005784110797666593
2012-07-25,-0.006212622509036327
2012-07-26,0.009427740002783923
2012-07-27,-0.008171045245859706
2012-07-30,-0.0019657069292109497
2012-07-31,0.001986688990764471
2012-08-01,-0.003647558288410997
2012-08-02,0.0002020966481188595
2012-08-03,0.012384263296373058
2012-08-06,0.0011161772458146797
2012-08-07,0.002320257005468628
2012-08-08,0.00029667782968010627
2012-08-09,0.008387471216847492
2012-08-10,0.0
2012-08-13,-0.0
2012-08-14,0.0
2012-08-15,0.0
2012-08-16,0.0
2012-08-17,0.0
2012-08-20,-0.0
2012-08-21,0.0
2012-08-22,-0.0
2012-08-23,-0.0
2012-08-24,0.0
2012-08-27,0.0
2012-08-28,-0.0
2012-08-29,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-04,-0.0
2012-09-05,0.0
2012-09-06,-0.0
2012-09-07,0.0
2012-09-10,-0.0
2012-09-11,0.0
2012-09-12,-0.0
2012-09-13,-0.0
2012-09-14,-0.0
2012-09-17,-0.0
2012-09-18,0.0
2012-09-19,-0.0
2012-09-20,-0.0
2012-09-21,0.0
2012-09-24,-0.0
2012-09-25,0.0
2012-09-26,-0.0
2012-09-27,0.0
2012-09-28,-0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-03,0.0
2012-10-04,0.0
2012-10-05,-0.0
2012-10-08,-0.0
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,-0.0
2012-10-12,0.0
2012-10-15,-0.0
2012-10-16,-0.0
2012-10-17,0.0
2012-10-18,-0.0
2012-10-19,0.0
2012-10-22,0.0
2012-10-23,-0.0
2012-10-24,0.0
2012-10-25,-0.0
2012-10-26,-0.0
2012-10-29,-0.0
2012-10-30,0.0
2012-10-31,-0.0
2012-11-01,0.0
2012-11-02,0.0
2012-11-05,0.0
2012-11-06,0.0
2012-11-07,-0.0
2012-11-08,-0.0
2012-11-09,-0.0
2012-11-12,0.0
2012-11-13,-0.0
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,0.0
2012-11-19,-0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-23,0.0
2012-11-26,0.010945360972301808
2012-11-27,-0.0012263714570752478
2012-11-29,0.008591362088486806
2012-11-30,-0.002902487991149682
2012-12-03,-0.01189484689208544
2012-12-04,0.035996610879872805
2012-12-05,0.0
2012-12-11,0.0
2012-12-12,-0.0
2012-12-14,-0.0
2012-12-17,-0.0
2012-12-18,0.0
2012-12-19,-0.0
2012-12-20,-0.0
2012-12-21,-0.0
2012-12-24,-0.0
2012-12-27,0.0
2012-12-28,-0.0
2012-12-31,-0.0
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,-0.0
2013-01-07,0.0
2013-01-08,-0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,-0.0
2013-01-14,-0.0
2013-01-15,0.0
2013-01-16,-0.0
2013-01-17,0.0
2013-01-18,-0.0
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,-0.0
2013-01-25,0.0
2013-01-28,-0.0
2013-01-29,-0.0
2013-01-30,0.0
2013-01-31,-0.0
2013-02-01,-0.0
2013-02-04,0.0
2013-02-05,-0.0
2013-02-06,0.0
2013-02-07,0.0
2013-02-08,0.0
2013-02-11,-0.0
2013-02-12,0.0
2013-02-13,-0.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-19,-0.0
2013-02-20,-0.0
2013-02-21,0.0
2013-02-22,-0.0
2013-02-25,-0.0
2013-02-26,0.0
2013-03-01,0.0
2013-03-04,0.005114369325455684
2013-03-08,0.02376929466355448
2013-03-11,0.0
2013-03-12,-0.0
2013-03-14,-0.0
2013-03-15,-0.0
2013-03-18,0.0
2013-03-19,-0.0
2013-03-20,0.0
2013-03-21,0.0
2013-03-22,0.0
2013-03-25,-0.0
2013-03-26,0.0
2013-03-27,-0.0
2013-03-28,0.0
2013-04-02,-0.0
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,-0.0
2013-04-08,-0.0
2013-04-09,0.0
2013-04-10,-0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-15,-0.0
2013-04-16,0.0
2013-04-17,-0.0
2013-04-18,0.0
2013-04-19,-0.0
2013-04-22,0.0
2013-04-23,-0.0
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,-0.0
2013-04-29,0.0
2013-04-30,-0.0
2013-05-03,0.0
2013-05-07,-0.0
2013-05-08,0.0
2013-05-09,-0.0
2013-05-10,-0.0
2013-05-13,-0.0
2013-05-14,-0.0
2013-05-16,0.0
2013-05-17,-0.0
2013-05-20,0.0
2013-05-21,-0.0
2013-05-22,-0.0
2013-05-23,0.0
2013-05-24,-0.0
2013-05-28,-0.0
2013-05-29,0.0
2013-05-30,0.0
2013-05-31,-0.0
2013-06-03,0.0
2013-06-04,-0.0
2013-06-05,-0.0
2013-06-06,0.0
2013-06-07,-0.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-12,0.0
2013-06-13,-0.0
2013-06-14,-0.0
2013-06-17,0.0
2013-06-18,0.0
2013-06-19,-0.0
2013-06-20,0.0
2013-06-21,-0.0
2013-06-24,0.0
2013-06-25,-0.0
2013-06-26,0.0
2013-07-01,-0.0
2013-07-05,-0.0
2013-07-09,-0.0
2013-07-10,0.0
2013-07-17,-0.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-22,0.0
2013-07-23,-0.0
2013-07-24,-0.0
2013-07-25,0.0
2013-07-26,-0.0
2013-07-29,-0.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,0.0
2013-08-05,-0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,-0.0
2013-08-09,-0.0
2013-08-12,0.0
2013-08-13,-0.0
2013-08-14,0.0
2013-08-15,-0.0
2013-08-16,-0.0
2013-08-19,0.0
2013-08-20,-0.0
2013-08-21,-0.0
2013-08-22,-0.0
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,-0.0
2013-08-28,0.0
2013-08-29,-0.0
2013-08-30,-0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,-0.0
2013-09-06,-0.0
2013-09-10,-0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,-0.0
2013-09-19,-0.0
2013-09-20,0.0
2013-09-23,-0.0
2013-09-24,0.0
2013-09-25,-0.0
2013-09-26,0.0
2013-09-27,0.0
2013-09-30,-0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,-0.0
2013-10-04,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,-0.0
2013-10-10,0.0
2013-10-11,-0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-16,-0.0
2013-10-17,0.0
2013-10-18,0.009334569705441456
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,-0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-28,0.0
2013-10-29,-0.0
2013-10-30,0.0
2013-10-31,0.004159805780539327
2013-11-01,0.005603996444910339
2013-11-04,-0.013559436025832993
2013-11-05,-0.0061538636064893855
2013-11-06,0.006359530512751309
2013-11-07,0.008682158263221842
2013-11-08,0.010964172285873455
2013-11-11,0.0
2013-11-12,-0.0
2013-11-13,0.0
2013-11-14,-0.0
2013-11-15,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,-0.0
2013-11-25,-0.0
2013-11-26,0.0
2013-11-27,-0.006802404077607047
2013-11-29,0.007587445435080041
2013-12-02,-0.00668211626201678
2013-12-03,-0.0028133076662671223
2013-12-04,0.008811501391575272
2013-12-05,0.0043285866916548945
2013-12-06,-0.010856215656654226
2013-12-09,-0.003356617597281796
2013-12-10,0.011597992009701658
2013-12-11,0.005780532613919141
2013-12-12,-0.010409835217748272
2013-12-16,0.02493232675924745
2013-12-17,-0.0
2013-12-18,0.0
2013-12-19,-0.0
2013-12-20,0.0
2013-12-23,-0.0
2013-12-24,-0.0
2013-12-27,-0.0
2013-12-30,0.0
2013-12-31,-0.0
2014-01-02,-0.0
2014-01-03,0.0
2014-01-06,0.0
2014-01-07,0.0
2014-01-08,0.0
2014-01-09,-0.0
2014-01-10,-0.0
2014-01-13,-0.0
2014-01-14,0.010774482403142655
2014-01-15,-0.0043536010824625476
2014-01-16,-0.0008279183757443209
2014-01-17,0.002451977352523692
2014-01-21,-0.0026721723799269766
2014-01-22,0.007473106509661896
2014-01-23,-0.0
2014-01-24,-0.0
2014-01-27,0.0
2014-01-28,-0.0
2014-01-29,0.0
2014-01-30,-0.0
2014-01-31,-0.0
2014-02-03,0.0
2014-02-04,0.0
2014-02-05,-0.0
2014-02-06,0.0
2014-02-07,-0.0
2014-02-10,-0.0
2014-02-11,0.0
2014-02-12,-0.0
2014-02-13,-0.0
2014-02-14,0.005814928779489794
2014-02-18,-0.006180683899437622
2014-02-19,0.005264037805856015
2014-02-20,0.0073267886650773585
2014-02-21,-0.0
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,-0.0
2014-02-27,-0.0
2014-02-28,-0.0
2014-03-03,-0.0
2014-03-04,-0.0
2014-03-06,0.025312544949520323
2014-03-07,0.0
2014-03-10,-0.0
2014-03-11,0.0
2014-03-12,-0.0
2014-03-13,0.0
2014-03-17,-0.0
2014-03-18,-0.0
2014-03-19,-0.0
2014-03-20,0.0
2014-03-21,-0.0
2014-03-24,-0.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,-0.0
2014-03-28,0.0
2014-03-31,-0.0
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,-0.0
2014-04-04,0.0
2014-04-07,-0.0
2014-04-08,0.0
2014-04-09,-0.0
2014-04-10,-0.0
2014-04-11,-0.0
2014-04-14,0.0
2014-04-15,-0.0
2014-04-16,0.0
2014-04-17,-0.0
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,-0.0
2014-04-25,0.0
2014-04-28,-0.0
2014-04-30,0.0
2014-05-01,-0.0
2014-05-02,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,-0.0
2014-05-08,0.0
2014-05-12,0.0
2014-05-13,-0.0
2014-05-14,0.01090289879216003
2014-05-15,-0.0
2014-05-16,0.0
2014-05-19,-0.0
2014-05-20,0.0
2014-05-21,0.0
2014-05-22,-0.0
2014-05-23,0.0
2014-05-27,-0.0
2014-05-28,-0.003184756568811352
2014-05-29,0.007751125222055349
2014-05-30,-0.006938179454285098
2014-06-02,0.0025432731251713477
2014-06-03,0.00011107729721691667
2014-06-04,-0.0008538134093376282
2014-06-05,0.006637057035565772
2014-06-06,-0.012118247134107458
2014-06-09,0.005899414709367426
2014-06-10,-0.003071748330348954
2014-06-11,0.007693842946968156
2014-06-12,-0.01005737207931421
2014-06-13,0.00356281118546763
2014-06-16,0.0008110996922557718
2014-06-17,0.002079824583290036
2014-06-18,-0.0008391423847343777
2014-06-19,0.003477866775744732
2014-06-20,-0.00967320686719559
2014-06-23,0.0020284644410316337
2014-06-24,-0.007387306817013
2014-06-25,0.0026196791884779505
2014-06-26,-0.001442912016815841
2014-06-27,0.00509366199828877
2014-07-02,-0.006278243121208564
2014-07-07,0.004978463657184738
2014-07-09,0.007243738703471997
2014-07-10,-0.008795979904569018
2014-07-11,3.19894161151745e-05
2014-07-15,0.014340714729937556
2014-07-17,-0.0
2014-07-18,0.0009831911270977117
2014-07-21,0.003774780468771756
2014-07-22,-0.0027574961299387303
2014-07-23,0.01154453438981295
2014-07-24,0.0
2014-07-25,0.0
2014-07-28,0.0
2014-07-29,-0.0
2014-07-30,-0.0
2014-07-31,-0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,-0.0
2014-08-07,0.0
2014-08-08,-0.0
2014-08-11,0.0
2014-08-12,-0.0
2014-08-13,-0.0
2014-08-14,-0.0
2014-08-15,-0.0015636737655012711
2014-08-18,0.012051643596225226
2014-08-19,-0.010247253713483251
2014-08-20,0.006018889898091966
2014-08-21,0.002568666362327778
2014-08-22,-0.0017187737811810604
2014-08-25,0.009972994237971421
2014-08-26,-0.0
2014-08-27,0.0
2014-08-28,-0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-04,0.0
2014-09-05,-0.0
2014-09-08,-0.0
2014-09-09,0.0
2014-09-10,-0.0
2014-09-11,-0.0
2014-09-12,-0.0
2014-09-16,0.006934665644049771
2014-09-17,0.00881876573770099
2014-09-18,0.0
2014-09-19,-0.0
2014-09-22,0.0
2014-09-23,-0.0
2014-09-24,-0.0
2014-09-25,0.0
2014-09-26,-0.0
2014-09-29,0.0
2014-09-30,-0.0
2014-10-01,0.0
2014-10-02,-0.0
2014-10-03,-0.0
2014-10-06,0.0
2014-10-07,-0.0
2014-10-08,-0.0
2014-10-09,0.0
2014-10-10,-0.0
2014-10-13,-0.0
2014-10-14,0.0
2014-10-15,-0.0
2014-10-16,-0.0
2014-10-17,-0.0
2014-10-20,0.0
2014-10-21,-0.0
2014-10-22,-0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,-0.0
2014-10-28,0.0
2014-10-29,-0.0
2014-10-30,0.0
2014-10-31,-0.0
2014-11-03,0.0
2014-11-04,-0.0
2014-11-05,-0.0
2014-11-06,0.0
2014-11-07,-0.0
2014-11-10,0.0
2014-11-11,-0.0
2014-11-12,-0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-17,-0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,-0.0
2014-11-25,0.0
2014-12-01,-0.0
2014-12-02,-0.0
2014-12-04,-0.0
2014-12-05,-0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,-0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-16,-0.0
2014-12-17,-0.0
2014-12-18,0.0
2014-12-19,-0.0
2014-12-22,0.0
2014-12-23,-0.0
2014-12-24,0.0
2014-12-26,-0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,-0.0
2015-01-02,0.0
2015-01-05,0.0
2015-01-06,-0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,-0.0
2015-01-12,-0.0
2015-01-13,-0.0
2015-01-14,0.0
2015-01-15,-0.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-21,-0.0
2015-01-22,-0.0
2015-01-23,0.0
2015-01-26,0.0
2015-01-27,-0.0
2015-01-28,-0.0
2015-01-29,-0.0
2015-01-30,-0.006438802972597149
2015-02-02,0.005233888919518049
2015-02-03,0.0011911955717979102
2015-02-04,-0.0022858883468712503
2015-02-05,-0.0010770722152113957
2015-02-06,-0.006108339430061588
2015-02-09,0.01077783915492712
2015-02-10,0.0032341509151668883
2015-02-11,-0.002312719867839026
2015-02-12,0.023428247830805958
2015-02-13,-0.017256189075774652
2015-02-17,0.0233774984090043
2015-02-18,0.00829273516944971
2015-02-19,-0.006232952407302593
2015-02-20,-0.0036978516249080266
2015-02-23,0.013963690796446628
2015-02-24,-0.002475547172276096
2015-02-25,0.010110922167662323
2015-02-26,-0.022623537701568126
2015-02-27,0.03026661707550013
2015-03-02,-0.0
2015-03-03,-0.01948306692232992
2015-03-04,-0.0
2015-03-05,-0.0024382167426669848
2015-03-06,0.0065687845519019974
2015-03-09,-0.010820357364264174
2015-03-10,-0.010682495120568337
2015-03-11,-0.0
2015-03-13,0.005290842289982087
2015-03-17,0.029366234859650953
2015-03-18,0.0
2015-03-19,-0.0
2015-03-20,0.0
2015-03-23,-0.0
2015-03-24,-0.0
2015-03-25,0.0
2015-03-26,-0.0
2015-03-27,0.0
2015-03-30,-0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,-0.0
2015-04-06,0.0
2015-04-07,-0.0
2015-04-08,0.0
2015-04-09,-0.0
2015-04-10,0.0
2015-04-13,-0.004771197356591317
2015-04-14,-0.00932094490443136
2015-04-15,0.010623639124421177
2015-04-16,-0.0029742778321033767
2015-04-17,-0.0035580096797947084
2015-04-20,0.009875466370638184
2015-04-21,8.076611726496891e-05
2015-04-22,-0.006263417774668874
2015-04-23,0.002725514068613811
2015-04-24,0.0070055360035361225
2015-04-27,0.0018855939227462055
2015-04-28,0.0
2015-04-29,0.01953844005534709
2015-04-30,0.005490919476289911
2015-05-08,-0.0
2015-05-11,-0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,-0.0
2015-05-19,-0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.01395430320658456
2015-05-26,0.0
2015-05-27,-0.0
2015-05-28,0.0
2015-05-29,-0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.004679650529697961
2015-06-04,0.0002584710596996321
2015-06-05,0.009484811385216316
2015-06-08,0.0
2015-06-09,-0.0
2015-06-10,0.0
2015-06-11,-0.0
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,-0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0004130993570035826
2015-06-22,0.007389418950744261
2015-06-23,-0.012752555887504206
2015-06-25,-0.0018224847476058727
2015-06-26,-0.0038529097017261146
2015-06-29,-0.002270669175909509
2015-06-30,0.0073626171461965585
2015-07-06,-0.010257168222050552
2015-07-07,0.01806359159597031
2015-07-10,-0.02493981071516682
2015-07-14,0.0023814456835090717
2015-07-15,0.010304211224812398
2015-07-17,0.007764246846988482
2015-07-20,-0.0004843801628585695
2015-07-21,0.002445355033447795
2015-07-22,0.0008881163001942805
2015-07-23,0.0035289297683254238
2015-07-24,-0.00029084172216505347
2015-07-27,0.004267089307151488
2015-07-28,0.0
2015-07-29,-0.0
2015-07-30,0.0
2015-07-31,-0.0
2015-08-03,-0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,-0.0
2015-08-07,-0.0
2015-08-10,0.0
2015-08-11,-0.0
2015-08-12,-0.0
2015-08-13,-0.0
2015-08-14,0.0
2015-08-17,-0.0
2015-08-18,0.0
2015-08-19,-0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-24,-0.0
2015-08-25,-0.0
